series_title,genres,author,sales_point,description,publisher,pub_date,cover_url,link,original_title,mood_kor,mood_eng
상극,스릴러/범죄,오류 (지은이),391,"김이준 사건 이후 서로의 마음을 확인하면서 연인 사이로 발전하게 된 도재와 은탁. 하지만 사귀기 시작한 뒤로 은탁을 향한 도재의 마음은 좋아함을 넘어 집착까지 이어지고, 은탁과 매일 함께하고 싶은 도재는 은탁에게 같이 살자는 제안을 하게 된다.",Beyond,2024-09-03,https://image.aladin.co.kr/product/34773/55/coversum/k652933023_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=347735587,총 4권 포함 (대표작: 상극 3),밝고 화사한 로맨스,bright and pastel romance
당신의 과녁,드라마/성장,고태호 (지은이),390,"'인생 웹툰'으로 화자되는 [당신의 과녁]의 단행본이 출간된다. 76화의 기존 연재분은 물론 각 권에 비하인드 컷 또는 비하인드 스토리가 수록되며 소장 가치를 높였다. 이외에도 캐릭터별 미공개 일러스트 스케치, 작가의 친필 사인과 재치있는 작가의 말을 담아 볼거리를 제공한다.",3rdpost(써드포스트),2022-02-09,https://image.aladin.co.kr/product/29211/80/coversum/k332837387_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=292118051,총 2권 포함 (대표작: 당신의 과녁 1),따뜻하고 포근한 힐링,warm and cozy healing
다이어터 라이트,드라마/성장,"네온비 (지은이), 캐러맬 (그림)",388,"각 권을 분권하고, 작은 가방에도 들어가는 크기로 편집해 만든 &lt;다이어터&gt;의 핸디형 버전이다. 6권에서는 마침내 30kg 감량에 성공하며 표준체중에 가까워진 수지가 찬희 없이도 다이어트를 지속할 것을 다짐하며 홀로서기를 준비하는 이야기를 담고 있다.",중앙books(중앙북스),2020-06-29,https://image.aladin.co.kr/product/24368/49/coversum/8927811305_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=243684900,총 2권 포함 (대표작: 다이어터 라이트 에디션 6 : 유지 편 - 끝이 아니라 시작),빈티지하고 고전적인 화풍,vintage and retro style
신과 함께,드라마/성장,주호민 (지은이),386,"주호민 작가의 『신과 함께』는 《네이버웹툰》에 연재를 시작하자마자 초반부터 화제를 불러일으켰다. 자칫 어두울 수도 있는 ‘죽음’이라는 소재는 근대화된 저승이라는 설정으로 맛깔나게 각색되고, 무거울 수 있는 주제의식 역시 곳곳에서 터지는 블랙유머 속에 자연스럽게 녹아든다.",문학동네,2020-08-17,https://image.aladin.co.kr/product/24817/57/coversum/8954673325_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=248175739,총 3권 포함 (대표작: 신과 함께 : 저승편 1),역동적인 액션,dynamic and colorful action
놓지마 정신줄 완전판,드라마/성장,"신태훈, 나승훈 (지은이)",382,누적 조회수 29억 뷰에 빛나는 네이버 초인기 웹툰 &lt;놓지마 정신줄&gt;의 단행본. 웹툰에서는 컷툰으로 읽지만 단행본은 좀 더 만화 형식에 가까운 프레임으로 빠른 스토리 전개와 생동감 있는 캐릭터 표현으로 읽는 재미를 더해 주고 있다.,웹툰북스,2021-10-20,https://image.aladin.co.kr/product/28209/81/coversum/k242835076_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=282098154,총 2권 포함 (대표작: 놓지마 정신줄 완전판 1 - 2판),역동적인 액션,dynamic and colorful action
어둠이 걷힌 자리엔,드라마/성장,젤리빈 (지은이),381,"치조, 유호, 우인은 두겸이 사라졌다는 소식을 듣고 두겸을 찾아 나선다. 그리고 썩은 조각에 잡혀간 두겸은 본체의 실체 마주하게 된다. 사람들을 위해 영물 뱀을 봉인해 희생시켰던 비구니.",손봄북스,2023-07-25,https://image.aladin.co.kr/product/32129/15/coversum/k662834207_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=321291537,"총 2권 포함 (대표작: 어둠이 걷힌 자리엔 5 - 완결, 한국만화영상진흥원 2022 우수만화도서 선정작, 2023 대한민국 콘텐츠 대상 '문화체육부 장관상' 수상작)",빈티지하고 고전적인 화풍,vintage and retro style
운명을 보는 회사원,스릴러/범죄,"영완(映完) (지은이), 임성욱 (그림)",381,"양철기 전무의 스캔들로 현진물산이 떠들석해졌다. 수십 년간 회사를 실질적으로 이끌어 온 핵심 인물이었기에, 그가 순식간에 자리에서 물러나게 될 줄은 아무도 예상하지 못했다. 하지만 이 사건은 단순한 스캔들로 끝나지 않았다.",영컴(YOUNG COM),2025-02-27,https://image.aladin.co.kr/product/35893/9/coversum/k702037988_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=358930968,총 1권 포함 (대표작: 운명을 보는 회사원 4),화려하고 우아한 판타지,elegant and ornate fantasy
오늘밤은 어둠이 무서워요,로맨스,김진 (지은이),380,"뜻하지 않은 시기, 어쩌다 시작된 독립생활에 관한 에피소드를 담았다. 그리고 무엇보다 여섯 살 연하의 웹툰작가 이윤창, 그와의 연애 이야기가 담겼다. 이들의 연애는 연재를 통해 그 사실이 알려지면서 기사화되고, 당시 매번 화제가 되기도 했다.",예담,2015-07-27,https://image.aladin.co.kr/product/6378/53/coversum/8959139483_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=63785385,총 1권 포함 (대표작: 오늘밤은 어둠이 무서워요),깔끔하고 현대적인 일상,minimalist and modern daily life
남주를 꼬시려던 건 아니었습니다,드라마/성장,"솔티 (지은이), 레이지피스 (원작), 단청 (각색)",380,"각인이 사라진 것을 알고 절규하는 아일린 황녀. 그렇다면 리안은 지금? 지하감옥에서 무사히 구출되어 백작가로 돌아온 엘레노어는 리안을 찾지만, 리안은 그녀를 피하기만 한다. 그때 엘레노어의 앞에 심각한 표정을 한 스카이 페이드라가 나타나서 다짜고짜 그녀에게 자신과 함께 페이드라로 가자고 유혹을 하는데.",대원씨아이(만화),2026-04-30,https://image.aladin.co.kr/product/39128/73/coversum/k662137558_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=391287395,총 1권 포함 (대표작: 남주를 꼬시려던 건 아니었습니다 5),화려하고 우아한 판타지,elegant and ornate fantasy
스노우캣의 혼자 놀기,코미디/힐링,스노우캣(권윤주) (지은이),376,한국 일러스트 에세이의 고전 '스노우캣' 시리즈가 처음으로 선보인 지 15년 만에 다시 디자인되어 출간되었다. '스노우캣' 시리즈는 고양이의 독립적인 자아를 적절하게 현대인의 고독에 대입시켜 풀어 내었다. &lt;스노우캣의 혼자 놀기&gt;는 스노우캣이 혼자 노는 여러 가지 독특한 방법들을 소개하고 있다.,미메시스,2015-06-20,https://image.aladin.co.kr/product/6239/57/coversum/k902433529_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=62395728,총 1권 포함 (대표작: 스노우캣의 혼자 놀기 - 혼자 노는 세상의 모든 방법),깔끔하고 현대적인 일상,minimalist and modern daily life
통,드라마/성장,"민 (지은이), 백승훈 (그림)",371,"전설적인 인기를 누린 온라인 소설을 원작으로 한 웹툰〈통〉시즌3 1- 3권 세트. 별다른 홍보 없이 입소문만으로 대한민국 남자들을 사로잡은 최고의 인기 웹툰으로 손꼽히며 시즌2, 시즌3까지 절찬리 연재를 이어왔다.",네오카툰,2017-10-31,https://image.aladin.co.kr/product/12153/64/coversum/8954438075_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=121536469,총 3권 포함 (대표작: 통 : 유아독존 4~6 세트 -전3권 - 시즌 3),어둡고 거친 스릴러,dark and gritty thriller
어쩌다보니 천생연분,드라마/성장,"꿀타래 (지은이), 담초 (그림)",370,"오랜만에 데이트에 나선 지아와 민철. 열심히 준비해 온 민철이 귀여운 지아는 자꾸만 웃음이 새어 나온다. 대교 위 나란히 선 두 사람. 반짝이는 야경 아래 심장 소리는 커져만 가고, 서늘한 바람과 함께 다가오는 따뜻한 입맞춤. 그리고 강하게 끌어안는 단단한 손길까지.",문페이스,2026-03-31,https://image.aladin.co.kr/product/38834/90/coversum/k522137380_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=388349031,총 1권 포함 (대표작: 어쩌다보니 천생연분 6),따뜻하고 포근한 힐링,warm and cozy healing
세이렌,"판타지, 로맨스","포야 (지은이), 설이수 (원작)",361,웹툰《세이렌》이 드디어 단행본으로 출간되었다. 천상의 목소리로 사람들을 사로잡는다는 전설의 주인공이자 세상에 남은 유일한 세이렌인 ‘아리아’가 과거로 회귀해 악마 대공자 ‘발렌타인 로이드’를 만나 계약 결혼을 제안하는 유년 시절의 이야기를 담아냈다.,스튜디오오드리,2024-06-20,https://image.aladin.co.kr/product/34174/9/coversum/k372931113_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=341740950,총 2권 포함 (대표작: 세이렌 : 악당과 계약 가족이 되었다 1 - 만화),화려하고 우아한 판타지,elegant and ornate fantasy
99강화 나무 몽둥이,드라마/성장,"홍실 (지은이), 지페리 (그림)",355,각자 반대 성별의 모습으로 변해버린 두 사람은 원래의 몸으로 돌아갈 방법을 물어보기 위해 라이엇을 찾아가기로 한다. 라이엇의 행방을 물어보려 하백을 호출했지만 뜻밖에도 만신창이의 모습으로 나타난 하백! 하백은 라이엇과 천계에 생긴 위험을 알리며 지우 일행에게 도움을 청하는데…!,학산문화사(만화),2026-03-26,https://image.aladin.co.kr/product/38885/26/coversum/k862137307_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=388852619,총 1권 포함 (대표작: 99강화 나무 몽둥이 7),화려하고 우아한 판타지,elegant and ornate fantasy
애늙은이,"판타지, 공포/호러",환댕 (지은이),353,"드디어 람 일행과 무시아의 말토들의 대격전. 힌셔와 와론의 죽음을 건 최후의 승부! 하다르의 목숨을 건 방어! 람의 최후의 마법 식! 그리고 팅크의 반전! 이 모든 것이 예측불허, 마지막을 향해 치닫는데? 불멸자인 람 그리고 저주병에 걸린 트루디아의 운명의 수레바퀴가 무엇 때문에 시작되어 어떤 것을 말해주는지 그 놀라운 서사가 펼쳐진다.",레진코믹스(레진엔터테인먼트),2020-01-15,https://image.aladin.co.kr/product/22766/81/coversum/k642636339_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=227668121,총 3권 포함 (대표작: 애늙은이 6),화려하고 우아한 판타지,elegant and ornate fantasy
여신강림,음악/스포츠,야옹이 (지은이),350,뮤직 페스티벌 무대 영상이 SNS를 통해 유명해지면서 서준은 사람들에게 주목받기 시작한다. 거리에서 사람들이 서준을 알아보기 시작하고 엔터테인먼트의 러브콜까지 쏟아진다. 기회는 아무에게나 오지 않는다는 예전 소속사 대표의 말에 서준은 흔들린다.,영컴(YOUNG COM),2023-06-23,https://image.aladin.co.kr/product/27694/34/coversum/k212733436_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=276943401,총 5권 포함 (대표작: 여신강림 7),밝고 화사한 로맨스,bright and pastel romance
44교시 생존수업,드라마/성장,상C (지은이),349,"들어가면 다시는 나올 수 없는 구멍 ‘검은 원’이 세계 곳곳에 생겼다. 중력의 영향을 받지도 않고, 하늘에서 지하, 손바닥만 한 크기부터 자동차가 들어갈 정도의 크기까지 일정한 규칙 없이 발생하는 원인불명의 검은 원. 돌아온 사람이 한 명도 없다는 그 구멍에 학교가 빠졌다.",네이버웹툰,2025-12-15,https://image.aladin.co.kr/product/37536/10/coversum/k672032020_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=375361063,총 1권 포함 (대표작: 44교시 생존수업 1),빈티지하고 고전적인 화풍,vintage and retro style
일립예고 학생들,드라마/성장,백본 (지은이),343,보이는 건 뭐든 똑같이 그려내는 재능으로 ‘인간 복사기’라는 별명을 가진 한솔. 솔이는 게임 속 공간을 그림으로 완성시키는 VR 게임에서 우연히 그림 천재를 만나게 된다. 그림 천재와 함께한 시간을 계기로 미술의 세계에 매력을 느낀 솔이는 본격적인 그림 공부를 위해 예술계 최고 명문고인 일립예술고등학교의 문을 두드린다.,학산문화사(만화),2025-03-17,https://image.aladin.co.kr/product/36069/94/coversum/k022037145_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=360699480,총 1권 포함 (대표작: 일립예고 학생들 1),빈티지하고 고전적인 화풍,vintage and retro style
낮에 뜨는 달,드라마/성장,헤윰 (지은이),328,"《낮에 뜨는 달》1~4권이 출간된 이후 5년 만인 2023년 5권이 출간되었다. 이에 맞춰 1~4권 표지를 헤윰 작가가 새롭게 그린 표지 일러스트로 꾸몄다. 5권은 헤윰 작가가 공들여 원고를 수정, 보완해 출간에 최적화했다.",artePOP(아르테팝),2023-11-22,https://image.aladin.co.kr/product/32791/31/coversum/8950994224_2.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=327913157,총 1권 포함 (대표작: 낮에 뜨는 달 1),밝고 화사한 로맨스,bright and pastel romance
연놈,드라마/성장,상하 (지은이),317,타인에게 솔직하지 못한 인물들이 서로 소통하며 겪게 되는 성장과 감정을 그리고 있는 웹툰 &lt;연놈&gt;의 세번째 권. '시아'와 '소연' 커플을 중심으로 주변 인물들의 비중이 점점 커지면서 그들의 감정의 변화를 지켜볼 수 있는 에피소드를 담고 있다.,영컴(YOUNG COM),2024-03-21,https://image.aladin.co.kr/product/10798/15/coversum/k342530354_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=107981531,총 5권 포함 (대표작: 연놈 3),밝고 화사한 로맨스,bright and pastel romance
고대동물기,코미디/힐링,고제형 (지은이),303,"생존과 죽음, 삶의 의미에 대한 고찰을 고대 생명들의 여정을 통해 풀어낸 작품. 고제형 작가의 《고대동물기》가 단행본으로 출간된다. 옴니버스 형식으로 연재하고 있으며 각 에피소드마다 ‘모든 생명은 무엇을 위해 살아가고, 무엇을 위해 죽어가는가’라는 질문을 고대 생명의 시선으로 이야기한다.",네이버웹툰,2026-02-02,https://image.aladin.co.kr/product/38078/99/coversum/k852034987_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=380789992,총 3권 포함 (대표작: 고대동물기 1),빈티지하고 고전적인 화풍,vintage and retro style
이웃 사람,스릴러/범죄,강풀 (지은이),303,"“강산빌라 102호에 살인마가 살고 있다!”고 선언하듯 시작하는 이 만화는 이웃사람들이 살인마를 눈치채 가는 과정이 긴장감 넘치게 전개되는 한편, 이웃집의 아이를 지켜내기 위해 평범한 이웃사람들이 잔혹한 연쇄살인마에 대항하는 이야기를 가슴 뭉클하게 그리고 있다.",위즈덤하우스,2023-07-26,https://image.aladin.co.kr/product/32143/86/coversum/k142834111_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=321438696,"총 1권 포함 (대표작: 이웃 사람 1~3 세트 - 전3권 - 강풀 미스터리 스릴러 만화, 완결)",빈티지하고 고전적인 화풍,vintage and retro style
남팬만화,드라마/성장,장진 (지은이),299,"연민성은 김용철과 함께 새로운 그룹 결성을 적극적으로 추진하고, 그 과정에서 조유현에게도 크고 작은 도움을 청한다. 서희망은 어쩐지 부쩍 가까워진 것만 같은 민성과 유현의 사이를, 그리고 민성을 바라보는 유현의 눈빛을 자꾸 신경 쓰게 된다.",위즈덤하우스,2024-06-26,https://image.aladin.co.kr/product/34122/50/coversum/k272931093_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=341225084,총 2권 포함 (대표작: 남팬만화 7),밝고 화사한 로맨스,bright and pastel romance
율리,드라마/성장,돌배 (지은이),295,신의 사원의 대도서관 관장인 쿠무치는 한 노예시장에서 율리라는 이름의 아이를 데려온다. 사원의 일꾼 대신 율리에게 맡겨진 임무는 이웃 나라로 함께 가서 사원의 지도자인 ‘하늘스승’의 후계자를 찾아 데려오는 것이다. 쿠무치와 율리는 신의 사원을 나와 동쪽으로 먼 길을 떠난다.,중앙books(중앙북스),2026-02-12,https://image.aladin.co.kr/product/38583/12/coversum/8927813553_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=385831242,총 1권 포함 (대표작: 율리 3~4 북케이스 세트 - 전2권 - 완결),화려하고 우아한 판타지,elegant and ornate fantasy
선천적 얼간이들 스페셜판,코미디/힐링,가스파드 (지은이),291,"개성 넘치는 그림체와 모두의 추억을 자극하는 에피소드, 여기에 세련된 개그코드를 더해 독자들의 공감을 이끌어 낸 작품《선천적 얼간이들》이 스페셜판으로 돌아왔다. 가스파드 작가가 직접 선별한 ‘베스트 에피소드’만으로 꽉 채웠다.",네이버웹툰,2024-12-19,https://image.aladin.co.kr/product/35301/65/coversum/k272035972_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=353016572,총 2권 포함 (대표작: 선천적 얼간이들 스페셜판 2 - 완결),역동적인 액션,dynamic and colorful action
가비지타임,"무협/사극, 드라마/성장",2사장 (지은이),286,"전국 최약체로 꼽히던 지상고 농구부에 새로운 감독 이현성이 부임하면서 펼쳐지는 이야기. 선수는 단 6명뿐, 몇 년간 승리는 고사하고 한참 어린 중학생 팀조차 이기지 못하던 지상고 농구부가 조금씩 자신들만의 무기를 살려 전국의 강호 팀들과 상대하기 시작한다.",다산코믹스,2024-11-19,https://image.aladin.co.kr/product/35255/81/coversum/k312934145_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=352558127,총 1권 포함 (대표작: 가비지타임 16),역동적인 액션,dynamic and colorful action
만화 서울 자가에 대기업 다니는 김 부장 이야기,드라마/성장,"송희구 (원작), 명랑 (글), 김병관 (그림)",284,"직장인 현실 공감 100% 화제의 네이버 웹툰. 김 부장, 송 과장, 정 대리, 권 사원을 통해 회사 생활에서 갈등과 고민을 겪는 직장인들의 모습을 적나라하게 보여주고, 직장 밖에서 누군가의 남편으로, 누군가의 부모로, 누군가의 자식으로 살아가는 인물들의 고군분투를 보여준다.",다산북스,2025-04-11,https://image.aladin.co.kr/product/36214/40/coversum/k902038403_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=362144038,총 1권 포함 (대표작: 만화 서울 자가에 대기업 다니는 김 부장 이야기 2),빈티지하고 고전적인 화풍,vintage and retro style
찌질의 역사,"로맨스, 코미디/힐링","김풍 (지은이), 심윤수 (그림), 와이랩(YLAB) (기획)",275,"수백만 독자들의 울화통을 터뜨리며 네이버 최고의 ‘발암툰’으로 화제를 불러 일으켰던 &lt;찌질의 역사&gt;가 시즌 3로 완결되었다. 야매 요리로 이름을 알린 웹툰 1세대 작가 김풍이 글을 쓰고, 만화가 심윤수가 그림을 그린 이 만화는 한 남자의 찌질한 연애담을 재미있고 솔직하게 풀어낸 만화다.",위즈덤하우스,2018-08-08,https://image.aladin.co.kr/product/16192/51/coversum/k072533049_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=161925164,총 2권 포함 (대표작: 찌질의 역사 8 (완결) - 시즌 3),빈티지하고 고전적인 화풍,vintage and retro style
환골탈태,코미디/힐링,마고 (지은이),275,"자취를 시작한 해골은 독립한 김에 인간계 고양이를 키우기로 한다. 그런데 배송된 고양이가 사진과 다르다! 털도 없고 민둥민둥, 정말 고양이가 맞나? 대행사는 전화 연결이 되지 않고, 사이트는 폐쇄됐다. 사기당한 게 분명하지만, 불쌍한 마음에 돌연변이 고양이를 키우기로 하는데...",유어마나(거북이북스),2024-03-06,https://image.aladin.co.kr/product/33522/31/coversum/8966074782_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=335223157,총 1권 포함 (대표작: 환골탈태 1~2 세트 (한정판) - 작가 사인 인쇄본(각 권) + 스페셜 엽서 2종 + 블록 아크릴 + 칼선 스티커 2장 + 마계네컷 + 포토카드+미니홀더 각 2종 + 한정판 케이스),빈티지하고 고전적인 화풍,vintage and retro style
키미 & 조이,"로맨스, 코미디/힐링",치자 (지은이),271,살랑살랑 본격 연애 세포 자극하는 힐링 로맨스 웹툰《키미앤조이》가 단행본으로 출간되었다. 프랑스 와인 농장을 배경으로 포도밭에서 펼쳐지는 힐링 로맨스와 몽글몽글한 수채화 같은 그림체가 만나 세상 무해한 설렘과 달콤함을 느낄 수 있다,므큐,2024-12-02,https://image.aladin.co.kr/product/35270/70/coversum/k472934356_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=352707042,총 1권 포함 (대표작: 키미 & 조이 1~2 세트 - 전2권 - 완결),빈티지하고 고전적인 화풍,vintage and retro style
장씨세가 호위무사,무협/사극,"김인호 (지은이), 조형근 (원작)",270,"장씨세가와 석가장. 두 세가의 화합을 위한 연회에서 석가장의 계략으로 위험에 처한 장씨세가! 가문의 선산까지 노리는 석가장에 맞서기 위해 장 가주는 무림 고수들을 초빙하기 시작한다. 힘을 잃은 장씨세가엔 최대한 많은 고수들이 필요한 상황. 한시가 급박한 이때, 황 노대는 가주에게 첩지를 남기고 누군가를 찾기 위해 홀연히 떠나는데...!",영컴(YOUNG COM),2023-05-26,https://image.aladin.co.kr/product/26994/46/coversum/k802730728_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=269944603,총 3권 포함 (대표작: 장씨세가 호위무사 1 - 만화),화려하고 우아한 판타지,elegant and ornate fantasy
이토록 보통의,드라마/성장,캐롯 (지은이),268,누적 조회수 1억 2천만을 돌파한 화제의 웹툰 '이토록 보통의' 시즌2가 단행본으로 출간되었다. 시즌2는 캐롯 작가의 기발한 상상력과 고급스러운 그림체를 온전히 담기 위해 각 에피소드마다 분권하여 3권 세트로 제작되었다.,위즈덤하우스,2020-09-24,https://image.aladin.co.kr/product/25225/72/coversum/k272633908_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=252257239,총 1권 포함 (대표작: 이토록 보통의 시즌 2 세트 - 전3권),빈티지하고 고전적인 화풍,vintage and retro style
당신의 모든 순간,"드라마/성장, 음악/스포츠",강풀 (지은이),262,"2002년 데뷔 이후, 한국 만화계를 대표하는 만화가로 성장한 강풀은 ‘순정만화 시리즈'를 통해 섬세하고 감성적인 묘사와 탄탄한 구성으로 ‘사랑’이라는 주제를 담아내는 것으로 유명하다. 4년 만에 세상에 나온 ‘순정만화’ 시리즈의 4번째 신작으로 이전 작품과 마찬가지로 독특한 소재를 사용한다.",재미주의,2011-04-27,https://image.aladin.co.kr/product/1147/27/coversum/8901121514_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=11472737,총 2권 포함 (대표작: 당신의 모든 순간 3),화려하고 우아한 판타지,elegant and ornate fantasy
대학원 탈출일지,드라마/성장,요다 (지은이),251,"논문 끝. 디펜스 끝. 졸업 완료. 드디어 대학원을 탈출한 요다. ""이제 조금 쉴 수 있을까? 해외여행도 가고 싶고?."" 하지만 어째서인지 요다에게 또 다른 탈출이 기다리고 있는 것만 같다.",문페이스,2025-09-18,https://image.aladin.co.kr/product/37083/29/coversum/k362030050_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=370832975,총 2권 포함 (대표작: 대학원 탈출일지 6),따뜻하고 포근한 힐링,warm and cozy healing
앞집 나리,드라마/성장,민송아 (지은이),251,"어느 날, 현관문을 열었더니 다시 만나고 싶지 않았던 사람이 서 있었다. 어딘가 사차원의, 므흣한 미소녀, 나리. 사업병에 걸린 형의 사채 빚 때문에 사채업자를 찾아갔을 당시에 마주쳤던 사채업자의 딸이었는데...",길찾기,2025-12-02,https://image.aladin.co.kr/product/37038/81/coversum/k002030039_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=370388120,총 2권 포함 (대표작: 앞집 나리 1~4 박스 세트 - 전4권),빈티지하고 고전적인 화풍,vintage and retro style
좁은 방,드라마/성장,최성민 (지은이),250,"다예는 미대입시 재수생. 지방에서 서울로 올라와 홀로 작은 방에 살면서 미술학원에 다닌다. 그런데 언제부터인가 노골적으로 학원 원장이 추근거린다. 그러던 중, 옆방에 살던 여자가 이사를 가고 그리로 훤칠하고 잘생긴 남자가 이사를 온다. 다예는 아무것도 모른 채 사랑에 빠지기로 한다.",송송책방,2023-06-30,https://image.aladin.co.kr/product/31968/81/coversum/k322834165_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=319688158,총 1권 포함 (대표작: 좁은 방),빈티지하고 고전적인 화풍,vintage and retro style
아홉수 우리들,드라마/성장,수박양 (지은이),246,"밝고 긍정적인 성격의 봉우리는 미대를 나왔지만, 작은 출판사의 계약직 편집 디자이너가 되고 어려운 집안 환경 속에서도 악착같이 살아온 시크녀 차우리는 저가 항공사 승무원이, 그리고 내성적이지만 성실한 김우리는 스펙 갑인 부모님과 오빠와는 달리 자존감 낮은 공시생으로 생활한다.",서울미디어코믹스(서울문화사),2021-10-25,https://image.aladin.co.kr/product/28199/86/coversum/k892835876_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=281998630,총 1권 포함 (대표작: 아홉수 우리들 1~4 세트 - 전4권),밝고 화사한 로맨스,bright and pastel romance
입 맞추는 사이,로맨스,"평화, 재필 (지은이)",245,복실과 수열의 비밀을 알게 된 청일은 복실과 정식으로 데이트를 해보기로 한다. 하지만 복실과 시간을 보낼수록 자기가 반했던 그 사람이 아니라는 걸 실감한 청일은 마음 속 깊이 담아둔 과거 첫사랑의 기억을 떠올린다. 복실도 청일과 시간을 보내는 동안 수열에 대한 마음이 점점 깊어진 것을 느끼고 수열을 찾아가 솔직한 마음을 전하는데….,학산문화사(만화),2026-03-26,https://image.aladin.co.kr/product/38843/64/coversum/k542137692_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=388436467,총 1권 포함 (대표작: 입 맞추는 사이 5),밝고 화사한 로맨스,bright and pastel romance
은밀하게 위대하게 Season,드라마/성장,HUN (지은이),242,만화가인 Hun(최종훈)이 2010년 7월 5일부터 2011년 4월 28일까지 다음 만화속세상에 연재했던 웹툰 은밀하게 위대하게는 김수현 주연의 영화로 제작되어 2013년 6월 5일 개봉 10대와 여성들에게 팬덤현상과 흥행 돌풍을 일으켰다.,드림컴어스,2014-08-10,https://image.aladin.co.kr/product/4416/34/coversum/899675045x_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=44163472,총 1권 포함 (대표작: 은밀하게 위대하게 Season2 : 1 - 유일하게),역동적인 액션,dynamic and colorful action
꿈자리가 이상한데요?!,음악/스포츠,흰귀 (지은이),237,"흰귀 작가의 웹툰 『꿈자리가 이상한데요?!』 시즌 2, 3 단행본이 출간되었다. 『꿈자리가 이상한데요?!』는 데뷔작 『세 개의 점』으로 많은 독자들에게 사랑받았던 흰귀 작가의 귀엽고 재치 있는 연출이 돋보이는 두 번째 작품으로, 꿈속으로 들어가는 무속인 신이범과 그의 조수 한정오의 신비롭고 유쾌한 무속 BL이다.",북극여우,2024-05-28,https://image.aladin.co.kr/product/33645/49/coversum/k792939418_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=336454983,총 1권 포함 (대표작: 꿈자리가 이상한데요?! 4),밝고 화사한 로맨스,bright and pastel romance
발광하는 현대사,"로맨스, 드라마/성장",강도하 (지은이),230,"청춘 로맨스 3부작 웹툰 &lt;위대한 캣츠비&gt; &lt;로맨스 킬러&gt; &lt;큐브릭&gt;의 강도하 작가 데뷔 40주년으로, 2012년 다음의 ‘만화속세상’에 연재했던 어른들의 음란하고 슬픈 로맨스 동화 &lt;발광하는 현대사&gt;를 새롭게 출간했다. 이 만화는 2014년에는 연상호 감독이 제작자로 참여하여 애니메이션으로 제작되면서, 이름 하여 ‘강도 마니아’를 탄생하게 만들었다.",팬덤북스,2026-05-30,https://image.aladin.co.kr/product/39251/62/coversum/k582138301_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=392516200,총 2권 포함 (대표작: 발광하는 현대사 1),깔끔하고 현대적인 일상,minimalist and modern daily life
